CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;ROADNAME;FIRSTNAME;SECONDNAME;AREA_REF;AREA_NAME
11;25;52978;L;5;0;;28. øíjna;Na Vısluní;Mládenická;29345;Neratovice
11;25;15002;L;5;0;;Severní I;Hlavní;Spoøilovská;213;Praha 4
11;25;41122;L;5;0;;Pod Floriánem;F. Bílka;Poárnická;30355;Pelhøimov
11;25;36093;L;5;0;;Slovanka;Arbesova;Èeskokamenická;31409;Èeská Lípa
11;25;47798;L;1;4;III/2601;;Zahrádky;Èeská Lípa;137;Èeská Lípa
11;25;46203;L;1;4;III/1472;;Hluboká nad Vltavou;Tın nad Vltavou;113;Èeské Budìjovice
11;25;53863;L;5;0;;Sokolovská;Billa;U Kaplièky;29644;Èelákovice
11;25;24822;L;5;0;;Bystrá;Radonice;Horní Poèernice;31010;Hl. m. Praha
11;25;45515;L;7;0;;;I/7 Hora Sv. Šebestiána;I/13 Karlovy Vary;31605;Spoøice
11;25;34996;L;5;0;;Okrajová;kpt. Bartoše;Jiøího Potùèka;31033;Pardubice
11;25;47475;L;1;4;III/25932;;Kokoøín;Blatce;10;Èesko
11;25;5137;L;5;0;;A. Barcala;Koneèná MHD;O. Nedbala;30084;Èeské Budìjovice
11;25;5057;L;5;0;;Na Konváøce;Pod Dìvínem;Køíová;206;Praha 5
11;25;41131;L;5;0;;Mikuláše z Pelhø.;Rosolova;Pod Náspem;30355;Pelhøimov
11;25;41314;L;5;0;;Aug. Kratochvíla;U Studánky;Benešova;33941;Tøebíè
11;25;45401;L;7;0;;;D0 Brno;Stodùlky;217;Praha-Øeporyje
11;25;36226;L;1;4;III/21226;;Cheb;Hradištì;30992;Cheb
11;25;48440;L;5;0;;Neveklovská;Neveklov;Hrubínova;28869;Netvoøice
11;25;1066;L;5;0;;Františka Diviše;Petrovice;Uhøínìves;31010;Hl. m. Praha
11;25;38387;L;5;0;;Luenská;Praská;Lišanská;29967;Rakovník
11;25;15104;L;1;4;III/3839;;D1;Pozoøice;157;Brno-venkov
11;25;43112;L;5;0;;Politickıch vìzòù;Obchodní;Na Morávce;34075;Uherské Hradištì
11;25;39110;L;5;0;;Komenského;Podbranská;Jiráskova;31073;Klatovy
11;25;24576;L;5;0;;Oblá;Kamínky;Sváná;259;Brno-Novı Lískovec
11;25;1011;L;5;0;;U plynárny;Nusle;Zábìhlice;213;Praha 4
11;25;544;L;5;0;;Štefánikova;Palackého tø.;centrum;33294;Brno
11;25;42015;L;5;0;;Poštovní;Lipovská;Dittersdorfova;29474;Jeseník
11;25;15366;L;1;4;III/12513;;Zdislavice;Tehov;101;Benešov
11;25;53015;L;5;0;;Dukelskıch hrdinù;Nádraní;Masarykova;31054;Ostrov
11;25;44432;L;7;0;;;I/7 Praha;Postoloprty;31925;Postoloprty
11;25;1178;L;1;3;II/136;;Tuèapy;Èernovice;10;Èesko
11;25;28402;L;5;0;;K Trojhalí;Poráková;Montánní;31014;Ostrava
11;25;15199;L;1;4;III/23511;;ebrák;Pøísednice;10;Èesko
11;25;51935;L;7;0;;;Ústí nad Labem;Ïáblice;182;Praha-Ïáblice
11;25;42262;L;5;0;;Vsadsko;Klivarova;Kozlovská;28648;Pøerov
11;25;5112;L;5;0;;Rabštejnská;Kralovická;Manìtínská;31011;Plzeò
11;25;43739;L;7;0;;;I/3 Kamennı Újezd;D3 Èeské Budìjovice;30124;Kamennı Újezd
11;25;47566;L;1;4;III/2761;;Malá Bìlá;Braòka;107;Mladá Boleslav
11;25;9795;L;5;0;;elezárenská;Prùmyslová;Místecká;31014;Ostrava
11;25;53195;L;5;0;;Národní;Mladoboleslavská;5. kvìtna;31559;Varnsdorf
11;25;20299;L;5;0;;Kvìtnového vítìzství;Türkova;Mírového hnutí;220;Praha 11
11;25;9213;L;1;3;II/277;;Mnichovo Hradištì;Èeskı Dub;10;Èesko
11;25;50768;L;7;0;;;Most-Komoøany;I/13 Most;31964;Most
11;25;44236;L;7;0;;;D6 Karlovy Vary;Odrava;29771;Odrava
11;25;9568;L;1;4;III/23210;;Mıto;Bøasy;125;Rokycany
11;25;35068;L;1;4;III/34039;;Tunìchody;Èerná za Bory;88;Pardubickı kraj
11;25;45453;L;7;0;;;D0 Brno;exit 10 Zbraslav;233;Praha-Zbraslav
11;25;497;L;5;0;;Pod Kaštany;Vítìzné nám.;Letenské nám.;192;Praha 6
11;25;53282;L;5;0;;Teplická;Wolkerova;Hostomice;31991;Bílina
11;25;45169;L;7;0;;;Olšany u Prostìjova;D46 Olomouc;33904;Olšany u Prostìjova
11;25;35750;L;1;4;III/2209;;Nové Hamry;Horní Blatná;128;Karlovy Vary
11;25;50928;L;7;0;;;I/35 Liberec;I/13 Strá nad Nisou;30105;Strá nad Nisou
11;25;52989;L;5;0;;Vojtìšská;silnice è.9;centrum;106;Mìlník
11;25;24024;L;1;4;III/35421;;ïár nad Sázavou;Hlinné;154;ïár nad Sázavou
11;25;9543;L;5;0;;Lihovarská;Frıdecká;Šenovská;31014;Ostrava
11;25;51285;L;7;0;;;I/34 Èeské Budìjovice;I/24 Veselí nad Lunicí;30348;Tøeboò
11;25;41016;L;5;0;;Dobrovského;Horní;Praská;32056;Havlíèkùv Brod
11;25;37653;L;5;0;;Polská;Italská;Mladoboleslavská;29304;Mìlník
11;25;39114;L;5;0;;Vídeòská;5. kvìtna;centrum;31073;Klatovy
11;25;49189;L;1;4;III/39911;;Tøesov;Vladislav;153;Tøebíè
11;25;34942;L;5;0;;Obchodní;Dobøejovice;Prùhonice;81;Støedoèeskı kraj
11;25;49337;L;1;4;III/36049;;Velké Meziøíèí;Ostrov nad Oslavou;154;ïár nad Sázavou
11;25;1046;L;5;0;;Ryšavého;Roztylská;Türkova;220;Praha 11
11;25;9237;L;1;3;II/301;;Trutnov;Police nad Metují;87;Královéhradeckı kraj
11;25;40554;L;5;0;;Køiíkova;Komenského;Èeskoslovenské armády;33003;Trutnov
11;25;26491;L;5;0;;Spiritka;Podbìlohorská;Atletická;206;Praha 5
11;25;5210;L;5;0;;Kydlinovská;centrum;Pøedmìøická;32194;Hradec Králové
11;25;49874;L;1;4;III/44430;;Dalov;Horní Lodìnice;163;Olomouc
11;25;37759;L;5;0;;Erbenova;Sokolská;U Synagogy;31409;Èeská Lípa
11;25;43497;L;7;0;;;II/367 Kromìøí-západ;D1 Brno;33781;Kromìøí
11;25;54079;L;5;0;;Høebenka;Na Svahu;tø. T. G. Masaryka;31457;Novı Bor
11;25;50696;L;7;0;;;Ostrov;I/13 Chomutov;31054;Ostrov
11;25;50890;L;7;0;;;I/63 Øehlovice;Malhostice;32016;Rtynì nad Bílinou
11;25;37378;L;1;4;III/2528;;Jirkov;Pyšná;131;Chomutov
11;25;15217;L;1;4;III/2362;;Èernín;Králùv Dvùr;102;Beroun
11;25;42551;L;5;0;;Uhlíøská;Vanèurova;Jiráskova;34535;Bruntál
11;25;9648;L;1;4;III/18019;;Letkov;Plzeò;122;Plzeò-mìsto
11;25;27689;L;5;0;;K Chatám;Skorotice;Habrovice;31012;Ústí nad Labem
11;25;42554;L;5;0;;U Potoka;tø. Práce;Kvìtná;34535;Bruntál
11;25;23808;L;5;0;;Husova;Sokolská;Technická univerzita;31657;Liberec
11;25;49143;L;1;4;III/3963;;Olbramovice;Moravskı Krumlov;161;Znojmo
11;25;44334;L;7;0;;;II/236 Tuchlovice;D6 Karlovy Vary;29136;Tuchlovice
11;25;38260;L;5;0;;mjr. Frymla;Laurinova;Jiráskova;29378;Mladá Boleslav
11;25;45707;L;2;2;;D55 51 Staré Mìsto-jih;;;30668;Staré Mìsto
11;25;48677;L;1;4;III/33815;;ehušice;Svatı Mikuláš;105;Kutná Hora
11;25;1144;L;1;3;II/102;;Milevsko;Praha;10;Èesko
11;25;45911;L;1;3;II/157;;D3;Mladé;113;Èeské Budìjovice
11;25;36881;L;1;4;III/3016;;Trutnov;Lhota;33003;Trutnov
11;25;15263;L;1;4;III/4693;;Klimkovice;Vøesina;176;Ostrava-mìsto
11;25;9171;L;1;3;II/231;;Plzeò;Kozojedy;83;Plzeòskı kraj
11;25;50718;L;7;0;;;I/13 Karlovy Vary;Bøezenecká;31568;Chomutov
11;25;27526;L;5;0;;Na Vyhlídce;U Rybníka;Lázeòská;29357;Dobrá Voda u Èeskıch Budìjovic
11;25;50800;L;7;0;;;I/13 Most;I/27 Plzeò;31964;Most
11;25;45097;L;7;0;;;D35 Hradec Králové;I/35 Pøáslavice;30798;Svésedlice
11;25;49095;L;1;4;III/39615;;Drnholec;Nová Ves;90;Jihomoravskı kraj
11;25;54459;L;5;0;;Lány;tø. Masarykova;Rumunská;33628;Veselí nad Moravou
11;25;36534;L;1;4;III/4832;;Novı Jièín;Moøkov;174;Novı Jièín
11;25;1007;L;5;0;;Vršovická;Nusle;Vršovice;207;Praha 10
11;25;44188;L;7;0;;;D0 Chomutov;Stodùlky;209;Praha 13
11;25;9236;L;1;3;II/300;;Hoøice;Trutnov;87;Královéhradeckı kraj
11;25;27822;L;5;0;;Bratøí Èapkù;Rembrandtova;V Podhájí;31012;Ústí nad Labem
11;25;54060;L;5;0;;Nádraní;Skalická;B. Egermanna;31457;Novı Bor
11;25;42237;L;5;0;;Denisova;Autobusové nádraí;Ztracená;28648;Pøerov
11;25;20163;L;5;0;;SNP;Veleslavínova;Malátova;31012;Ústí nad Labem
11;25;53355;L;5;0;;Ciboušovská;Autobusové nádraí;Jana Ámose Komenského;31583;Klášterec nad Ohøí
11;25;51136;L;7;0;;;Plzeò-Vısluní;I/27 Plzeò;31011;Plzeò
11;25;9853;L;5;0;;Vıstupní;Na Návsi;Neštìmická;31012;Ústí nad Labem
11;25;50722;L;7;0;;;I/13 Most;Bøezenecká;31568;Chomutov
11;25;9936;L;5;0;;U krèského nádraí;Sulická;Vídeòská;213;Praha 4
11;25;25910;L;1;3;II/150H;pùvodní tah;Kralickı Háj;Èechùvky;164;Prostìjov
11;25;48713;L;1;4;III/32211;;Podhoøany u Ronova;Pøelouè;88;Pardubickı kraj
11;25;54478;L;1;4;III/4994;;Hroznová Lhota;Veselí nad Moravou;159;Hodonín
11;25;43884;L;7;0;;;D4 Strakonice;II/118 Háje;29880;Milín
11;25;39697;L;5;0;;Tomáše ze Štítného;Politickıch vìzòù;Sluneèní;31568;Chomutov
11;25;51547;L;7;0;;;I/56 Bohumín;Vítkovice;31014;Ostrava
11;25;48231;L;1;4;III/5672;;Èervenı Kostelec;Hronov;32593;Èervenı Kostelec
11;25;20058;L;5;0;;Bohumínská;Kunèice;Bohumín;93;Moravskoslezskı kraj
11;25;38535;L;5;0;;Jarošovská;centrum;Jarošov nad Neárkou;30238;Jindøichùv Hradec
11;25;36319;L;1;4;III/14811;;Jindøichùv Hradec;Lásenice;115;Jindøichùv Hradec
11;25;24639;L;5;0;;Èernovické nábø.;Èernovická;Masná;262;Brno-jih
11;25;43650;L;7;0;;;exit 361 Místecká;D1 Bohumín;31014;Ostrava
11;25;38875;L;5;0;;Šmidingerova;Radomyšlská;Plánkova;30671;Strakonice
11;25;15091;L;1;4;III/3865;;Veverská Bítıška;Deblín;157;Brno-venkov
11;25;35448;L;1;4;III/0024;;Jihlava;Malı Beranov;151;Jihlava
11;25;41752;L;5;0;;U Pøejezdu;Marxova;ikova;33558;Hodonín
11;25;21099;L;1;4;III/20314;;Heømanova Hu;Sytno;83;Plzeòskı kraj
11;25;27833;L;1;4;III/26040;;Botìšice;Arnultovice;136;Ústí nad Labem
11;25;9797;L;5;0;;Schweitzerova;Jiní;centrum;28507;Olomouc
11;25;27980;L;1;4;III/32436;;Stìery;Bøíza;141;Hradec Králové
11;25;9187;L;1;3;II/250;;atec;Raná;133;Louny
11;25;43005;L;5;0;;Mostní;Politickıch vìzòù;Masarykùv most;29153;Kolín
11;25;35074;L;1;4;III/34038;;Chrudim;Úhøetice;146;Chrudim
11;25;41553;L;5;0;;Praská;Bezruèova;Horní Lhota;33175;Blansko
11;25;38733;L;5;0;;Hradební;Zlatá stezka;Za Baštou;30602;Prachatice
11;25;25994;L;1;4;III/42825;;Morkovice;Zdounky;167;Kromìøí
11;25;38105;L;5;0;;Ant. Škváry;Severní;V. Kratochvíla;29045;Kladno
11;25;38753;L;5;0;;Pod Cvrèkovem;Volovická;Na Sadech;30602;Prachatice
11;25;422;L;5;0;;Na Radosti;Rudná;Motol;10;Èesko
11;25;9972;L;5;0;;Sazeèská;Èernokostelecká;Tiskaøská/Teplárenská;207;Praha 10
11;25;45161;L;7;0;;;Drovice;D46 Olomouc;31190;Drovice
11;25;43002;L;5;0;;Kutnohorská;Politickıch vìzòù;OC Futurum;29153;Kolín
11;25;51385;L;7;0;;;Slavonín;D46 Prostìjov;28507;Olomouc
11;25;44722;L;7;0;;;II/610 Bøezina;D10 Turnov;29393;Bøezina
11;25;40546;L;5;0;;ikova;Úpická;Krkonošská;33003;Trutnov
11;25;52589;L;5;0;;nám. Svobody;tø. Obráncù míru;ikova;31960;atec
11;25;43237;L;7;0;;;D1 Praha;II/109 Hvìzdonice;28817;Hvìzdonice
11;25;9249;L;1;3;II/313;;Lanškroun;Letohrad;149;Ústí nad Orlicí
11;25;41690;L;5;0;;Na Zahradách;Stromoøadní;Sovadinova;33426;Bøeclav
11;25;52641;L;1;4;III/10147;;Minice;Hùrka;29332;Kralupy nad Vltavou
11;25;54653;L;1;2;I/11;pùvodní tah;Bruntál;Opava;28563;Opava
11;25;47589;L;1;4;III/27938;;Obrubce;Dolní Bousov;107;Mladá Boleslav
11;25;48017;L;1;4;III/2564;;Mariánské Radèice;Meziboøí;134;Most
11;25;20275;L;5;0;;Rokycanova;Jílkova;Bubeníèkova;256;Brno-idenice
11;25;50060;L;1;4;III/4863;;Hukvaldy;D48;93;Moravskoslezskı kraj
11;25;9477;L;1;3;II/496;;Starı Hrozenkov;Luhaèovice;92;Zlínskı kraj
11;25;43247;L;7;0;;;II/110 Ostøedek;D1 Brno;28875;Ostøedek
11;25;51479;L;7;0;;;I/11 Opava;Prùmyslová zóna;31014;Ostrava
11;25;51487;L;8;0;I/11;;Ostrava-Plzeòská;Ostrava-D1 Rudná;31014;Ostrava
11;25;39660;L;5;0;;Tøebízského;Kosmova;Lipská;31568;Chomutov
